flawed,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z
1,0.545905006985318,0.4712043941467114,0.3301610908235829,0.08996719506812434,5148,4416.340076739027,1.5418025198488603,5.313493360130432,3,2,5,5,1,61,88,59,5,76,27,25,18,41,61,311.1578107591688,1205.6298141425546,595.5283637532536
1,0.6755580554392415,0.5212190454007726,0.2920371800867709,0.3484729525174839,5338,7733.999716616748,6.485136259521321,4.689964298084986,8,6,7,2,2,86,81,51,65,28,68,68,28,11,16,151.13879506904675,663.2131600288554,346.09378122707625
0,0.5690346009079186,0.5311940498933924,0.3870490647038817,0.36882990399719656,2527,4485.4030780205485,7.320812361474647,5.4639245274950445,5,2,7,9,1,85,1,18,63,59,73,38,99,93,33,384.6226030800291,380.93075550475345,472.16855184313533
1,0.6203485380397002,0.3646433378471181,0.4055374133906655,0.6139517483727863,6163,5701.309274274501,6.489806855805683,6.559152599615933,3,2,7,9,0,88,26,46,13,78,92,68,19,30,24,895.3365374424097,380.1742787479379,531.7697302590559
0,0.6562916927147618,0.16218141219097593,0.6388184413316229,0.6020119878273161,3620,5001.600717927925,5.920473168891663,5.385650326714684,6,5,7,3,2,27,3,19,69,46,95,73,94,95,11,1060.4167230485243,521.6244717688738,1203.7500228061965
0,0.5007092237744618,0.2463759870500156,0.4335724800077976,0.5056736656501355,4922,6603.457022853394,5.443736130445147,6.056790547680481,2,4,9,2,6,63,69,98,57,70,33,37,72,75,41,358.5377515544603,293.03059645872565,1241.3216296682308
0,0.4294774314821761,0.31554349182944424,0.361291988456839,0.6089471111153764,5226,3591.688730110469,7.426955054761934,6.260951139213389,5,4,8,3,0,14,94,14,92,5,66,45,21,13,61,1340.3621368221793,289.9316771911477,164.67094888929145
0,0.4534162323629829,0.2225822834164859,0.5321766861685064,0.3563666159377638,1864,4795.446348570137,5.03818963387025,7.353393047469188,1,5,8,5,9,19,14,74,11,97,98,77,87,78,20,751.424570874508,1326.3306826685125,1334.5216815108224
1,0.6653710395278438,0.5390212482769982,0.07010702776087763,0.2711125251038033,6303,3210.8043886189544,4.6594855624090945,4.105186167411581,2,6,8,4,2,94,56,74,52,51,3,40,75,19,93,1349.7563871036195,328.2732076101446,494.05852964135426
0,0.21228277025828995,0.3782117583815842,0.176922002893651,0.5993798092607194,3857,3793.5775371392547,7.009826567268492,8.39935621708393,6,7,4,0,8,21,68,42,67,92,40,31,1,64,44,1092.176500202116,1381.585876689779,798.2185869173238
0,0.4627694508653153,0.3439723573121539,0.6674758782925593,0.567516950177376,3065,8196.488449961387,3.016231177749084,8.044136893440896,1,6,1,9,8,91,69,92,58,41,32,1,38,79,82,989.8010623324355,789.9408144967242,824.7790616821469
0,0.4301399311256248,0.26156533921586056,0.5923917923374816,0.6891390313237525,7052,5402.730647485374,7.277911854207853,3.931854658789076,6,5,2,8,9,88,29,53,59,98,84,77,48,31,71,1154.0960954156824,130.62213571707025,372.2148202487905
0,0.6002972984494226,0.5396270819170138,0.2922934367106165,0.4963518242701378,3106,2877.7860915164424,3.875685498769132,5.455780457004753,2,5,8,4,7,42,74,61,74,31,57,72,17,27,49,1480.35640767364,951.2239201041136,1192.2673685921425
0,0.6199764634184075,0.4336064737325282,0.4933214989154753,0.4197288099194721,6216,5374.1189773332035,7.864963270319529,5.711013247827825,4,5,1,4,9,81,65,29,92,32,41,48,63,57,51,980.3488356501865,1317.4171074656651,1221.5510532269464
0,0.499221625132778,0.4143941934892639,0.26364434214384896,0.4526812681428114,4604,1813.9848296501052,5.057575919191731,4.412849017377792,3,7,1,6,7,55,63,92,55,38,54,68,87,40,17,198.75899462172885,1116.775902877603,623.6769849171371
1,0.5229588117627731,0.3064410451443537,0.9018112033446324,0.3390604410733643,8952,1757.3683179532075,2.4969699984327995,2.910154809847334,5,7,7,6,3,96,11,27,36,98,89,2,14,52,36,363.11535696289815,649.9348657369959,1082.1949423728522
0,0.5910674766352584,0.4715514580255648,0.32985832078577565,0.4167481776200612,4608,4588.2154848096225,7.248328096610932,7.826882859927983,4,4,2,2,7,86,53,5,25,60,16,75,83,31,94,666.0846202786769,307.3723801487572,1339.5180134125192
0,0.4509761986457966,0.23246080200877736,0.5385618226341394,0.5124909085721904,4266,6777.616161909095,5.448619225535394,6.397689379201474,4,8,1,0,5,40,50,30,32,92,68,72,59,93,13,1053.0314207583679,370.6413559896503,1312.2864389707927
0,0.4851113386668842,0.5770130382976123,0.4642829092303322,0.4038303628390273,3516,5514.94269963906,5.970879064885223,6.655826033796796,4,5,0,1,2,20,27,3,99,93,64,95,99,17,6,1189.2487359444551,560.3651865510695,1367.3041207834985
0,0.5586947021221265,0.4694433508206896,0.7530052282190491,0.7073202231771081,4593,5194.817912043784,6.830169531113353,5.140614704747662,2,6,1,2,2,15,53,9,62,33,69,15,65,85,63,220.79967824058355,31.543384719786737,1089.3230905602575
0,0.4679702336680187,0.16137293677382486,0.3886195196640132,0.5984636638201186,4202,3155.291880780067,6.603830725960482,5.298190061755865,3,4,9,3,2,71,47,30,13,64,34,77,68,82,16,266.7573168218543,778.5688954210038,1371.006691940549
0,0.5810675025780041,0.3406038210309935,0.25137450396260386,0.4875169027178208,2570,5030.7889521201205,5.056184874435304,6.0537958496600455,2,7,9,0,7,80,40,11,71,17,73,11,25,29,13,887.205773168502,1004.2701598605344,1406.6057917126184
0,0.5366854936434523,0.4903793124177897,0.5060759105588805,0.3619634873664804,3202,6284.846092297575,6.4874949885896465,6.391966863942738,3,3,1,7,6,86,41,25,21,22,29,69,38,50,41,978.2853370758316,690.6525417218742,31.743681461506412
1,0.7051479938837333,0.5194931044070223,0.5771343953003872,0.2423549937398265,6266,0.0,0.0,4.1275898194954594,4,4,4,7,4,81,26,79,16,7,98,10,94,94,20,752.5493667510802,1007.3308194834867,1397.4762986615992
0,0.7812897665495719,0.4807808426836452,0.3916677785283231,0.4440179091884591,4932,4523.4958930141365,6.480836278816898,7.088147063192133,4,4,8,4,1,24,28,60,70,85,62,19,87,24,13,330.85374034564893,413.5736347707213,1281.0572243504175
0,0.7572158107597092,0.2396321349447736,0.7031141066041903,0.678076516965527,6605,6621.7457343862325,6.535342539167974,5.691467683918803,5,3,4,5,6,60,53,4,7,86,54,39,54,29,66,22.752756304002364,915.9955929678039,398.9165383156428
0,0.5022906284123665,0.4046264335812513,0.474876909504061,0.4105455693881969,2737,6152.369493446037,4.811400254857251,7.020023416281023,6,3,0,3,5,77,51,19,99,9,20,27,27,60,39,760.5395816589252,223.6230841500252,107.30124068447134
0,0.5223002056085375,0.381488739535758,0.4515271080459594,0.4841583968098591,5758,5508.767691447866,7.047105283112156,4.757323153252667,3,7,7,4,1,14,10,74,70,20,5,51,71,46,9,100.68917461145149,778.1565335419745,131.35715570103756
0,0.33514363882847176,0.5640845732129537,0.08888387513806527,0.2928620657789129,3794,2567.058957374923,5.764669891263424,5.012038743046604,3,6,5,9,5,0,95,71,59,31,55,82,84,21,27,401.99455662352545,1413.5058104473292,752.239455480408
0,0.5306307488556673,0.4752239608441046,0.6003774390738299,0.40823712253141997,4713,5570.779836340726,6.084007308836423,7.293199579039644,3,5,1,6,9,35,0,26,97,68,66,46,39,56,99,88.10494734409086,209.5060004024886,555.2412795794423
0,0.4942665114385366,0.2631013463636928,0.2326695426023597,0.5867266370728692,5611,2277.388341728347,4.5985115949721855,5.136548426616455,3,6,2,1,0,50,79,18,37,44,41,36,56,53,94,630.4959576608505,956.0488721218496,508.47744810183605
0,0.5330124975747597,0.5299499995290782,0.4129355862783301,0.8060156497474568,3214,4996.731275318322,5.662559230383122,6.955250928781887,3,5,4,0,1,55,4,3,7,83,70,37,46,39,43,1130.8805541039922,1196.480698472539,360.1052303523645
0,0.0,0.5838015099979879,0.14912206998791705,0.6398618253323323,4317,1841.4752841853854,6.198134680341552,6.661026248298586,4,6,2,2,8,35,70,93,14,32,17,40,95,1,38,804.1797674665798,614.7679852769016,1466.1681017374433
0,0.4940367200135538,0.6707785836473205,0.2222872181972836,0.12387107099342445,8225,2475.6585560639264,9.135036323113226,5.858880458377754,2,4,4,0,3,4,10,70,70,43,65,79,89,30,51,930.3617808623854,912.7121306210747,1464.1882374610768
0,0.39513009110917613,0.4329664880580976,0.25657173502247943,0.7732222173444858,3898,4524.522880008681,6.371668691089032,7.57477411529986,5,3,4,6,9,58,26,32,78,78,56,66,15,11,95,583.30768297161,82.55278973642693,791.1626094509974
1,0.5156648166155771,0.3374291504902561,0.35053096053961,0.6888884224324058,7105,5823.4740046113,5.699046861830072,7.973675986371103,6,5,6,8,5,25,55,15,85,85,91,38,55,97,46,941.9796013892361,954.7136389911032,437.7258913781943
0,0.3650094321416996,0.4958291163948651,0.4958870456096042,0.4291729016571285,2148,6604.283865338673,5.528753745389234,6.341272378447791,5,6,7,1,5,99,6,0,68,83,79,29,0,72,3,870.908039220188,1482.069551912145,260.1265573581916
0,0.53754190761569,0.3129064556247463,0.4006466861703324,0.8876496825379959,5459,4413.341543534094,6.200731002445663,8.25964275489195,4,4,1,1,9,3,10,59,94,74,87,65,58,8,44,95.6428238794057,50.758055552227674,314.17600115935113
0,0.6577231460266395,0.4647438014526382,0.3050577722811441,0.5040192209371523,4686,5405.736384999659,6.6107459696009405,7.151197062587261,3,5,2,5,7,28,13,6,25,82,58,76,29,81,25,542.4031415428559,122.44744569219141,55.66432096056595
0,0.4704890793583769,0.468741156635075,0.3742387799334787,0.6799562216576287,4846,5155.682843982997,7.367728078136826,7.547529866264496,2,6,7,2,3,53,21,73,45,32,0,90,58,26,99,119.29134281144366,1330.1550128133686,578.085940569466
0,0.4331609971159273,0.2990968488315344,0.6083483128046269,0.6201402146892371,5178,6719.184283974011,5.102902755060156,6.055273086639072,5,2,6,7,5,83,37,62,20,35,31,73,28,58,18,1047.2880301610192,325.8001469432293,689.8885112598066
1,0.5381083032905485,0.6196141513285908,0.496255055365993,0.5167154364831776,8344,5219.692806953432,6.69440641396554,4.996692901227668,6,6,0,9,0,44,21,70,29,97,12,57,52,65,64,822.8512714970017,1250.0325357020938,803.1989069210798
0,0.8677554525511618,0.3194731007153222,0.3570893507973329,0.3795972643927831,6027,5337.949184102014,6.288270877359063,5.601727936196163,3,3,5,3,8,45,25,93,54,81,31,37,87,93,69,1252.9815287478243,16.83322460725023,195.24976208366968
1,0.4833714202636837,0.2754988949361743,0.410998692358898,0.5880358680466469,7279,6892.492028772663,7.082281300027827,5.9127654086752335,6,4,1,2,3,98,22,38,94,32,42,86,70,18,29,1275.9542576630513,122.48786954645968,1067.5280321179514
0,0.33504936661743795,0.36500370277361305,0.4955327773829067,0.3624958877787117,2418,6559.602486535231,4.006386476283801,7.013521595259667,3,4,3,6,2,92,96,95,50,28,47,50,34,29,98,1099.4311842621944,1008.8329066047054,849.0178769882128
0,0.6446577140847607,0.3444737091912313,0.7635584417891539,0.660209082467345,5233,3796.3995231583663,7.5907713622225925,5.873443126790061,5,2,5,6,2,10,21,93,65,82,19,87,75,31,84,1285.08988130603,160.75199680146596,1377.0381467936718
0,0.3591791579749486,0.4362305900051143,0.2202119649818364,0.4166794542710737,3627,2720.960352724098,5.374413689278623,5.366618952183668,4,5,2,1,1,33,20,86,88,75,93,12,58,82,75,396.5624251286609,538.0285194131626,1496.5974113875163
1,0.5658831320113021,0.18634290461946945,0.21750505788928715,0.425001163470766,3293,4553.988307909864,5.782902594331005,5.612706461261421,6,4,0,8,2,93,50,82,66,19,91,51,29,67,29,0.31194265331940807,758.4526944758442,1473.1972090531322
0,0.4822289919041592,0.3887050128849919,0.4865286706225183,0.4866847560088967,3989,7483.418630015525,4.4844705316286815,6.242631872771788,4,6,6,1,5,46,94,48,29,89,66,43,89,78,84,604.0474674302097,659.8111800910264,209.367769223145
0,0.5598235714726596,0.12800037295889227,0.605879076529323,0.5186749149596718,2545,9102.634030891444,2.91623962699395,8.107616379652514,4,8,9,3,8,75,44,58,0,96,74,77,59,35,90,1311.40867457675,552.9742247096003,364.3883152546727
0,0.4667040213621492,0.36028644670350585,0.2218056964112686,0.42284938818130746,2122,3485.909461685886,5.716180648900916,5.917187119268927,1,3,5,8,6,72,61,7,27,78,39,15,85,16,90,274.70730342307155,576.1666171652023,286.0100028754934
0,0.5135536740108586,0.7485165769818809,0.3513769072781818,0.3851707994627915,3066,489.37486917813203,3.478749639828214,3.4504353637541234,2,6,1,9,4,4,61,17,26,35,53,53,12,16,14,1255.3829337566478,626.2734397513216,918.0060957669443
0,0.7542433725259508,0.2599468779881974,0.5123234740531504,0.7217483848384694,5210,3961.4475850353965,5.472464704268428,5.782701599484349,4,2,8,5,6,61,93,88,83,11,31,12,85,91,56,766.9953614362781,1361.8341249932762,53.37076178301775
0,0.4145921550581211,0.4672153406645535,0.4296745619951629,0.3759064122749232,3859,6281.370086878933,5.110315627457468,6.787282784245619,3,7,7,4,2,7,54,57,4,17,49,38,5,41,2,1129.3701963382227,596.1239699722765,624.9103408380777
0,0.5118416087995533,0.284537198551725,0.6919875716089419,0.6549403287473567,4169,4400.473965907508,5.566362662640829,5.3536631870180145,2,5,6,7,0,57,33,13,0,18,48,73,33,97,39,750.9112280536262,522.5760698864107,1396.088616713302
0,0.4650644116850954,0.5146503253138665,0.4911554867661284,0.4547661557624371,1597,6521.181077764331,5.7224163369450265,6.264800457532651,6,7,9,8,7,51,3,2,16,50,25,3,72,32,92,238.43578352346339,34.76080601536186,149.41503491629715
0,0.38003889493039067,0.5355397391163708,0.3645153427074645,0.8203900046533963,3451,3082.634007976681,4.5575113914628025,5.616376952576137,2,2,7,7,2,81,88,11,23,42,95,84,75,8,72,567.2902646033168,880.9835799777559,483.77001940220214
0,0.16349051720136232,0.4028220213556397,0.14299310295270298,0.5962695254590111,5817,3475.1364507141016,7.9498005511346275,7.964091679541285,5,5,7,1,6,62,84,17,54,80,95,90,53,68,72,1222.9130329650702,1278.9824025181836,14.228926352689243
0,0.6834472393014096,0.2672966519858277,0.5292490731767376,0.5177800799481749,6171,5927.676015209178,7.165807565701012,5.54048113488451,6,5,2,7,7,66,1,3,53,48,45,8,33,17,97,291.62068642868303,1268.7807807216238,1219.6506396110694
0,0.6690505160399088,0.5397064942516571,0.42434642317764093,0.7583000171499961,3489,5213.306135582432,5.395694779005332,6.873374161292358,5,3,5,1,1,37,85,8,8,80,2,15,69,32,24,1093.0949730820066,647.8753813525861,73.10778360312298
0,0.3582773464553856,0.2845600549272405,0.329891194989063,0.6559604673334578,3145,3407.67605849056,6.51078989195645,6.12292042780704,6,3,2,0,7,21,16,93,22,81,22,3,49,73,37,53.994781404786416,1486.6590126942122,964.9491786189704
1,0.4581680152373286,0.5260506277948329,0.3838484699821601,0.5465274398657509,8152,5894.188120531245,6.01317683667423,5.846836939038784,5,6,3,8,3,46,10,67,65,7,96,58,24,46,49,768.1334028657302,363.457953771891,166.57555408967912
0,0.6441454243051661,0.16580520601268384,0.3260408721557701,0.4187947834461469,4524,3702.784084408092,5.921732132937027,6.272989921497352,3,4,6,6,8,31,49,88,55,38,37,23,65,37,26,1343.5758288035167,686.662961014721,1024.3739157982995
0,0.21248866986776127,0.1584162658207064,0.24475903157387535,0.4686125326596018,2815,1543.8615802686707,5.326328250774475,4.706557102031374,4,4,4,0,3,19,82,69,69,85,36,49,34,59,1,86.61089377380866,296.2733116577437,1411.6462813131056
0,0.5957232059911817,0.5008930968705259,0.2994116701955851,0.5559827374611155,5756,5107.557959687796,5.931250912366019,5.690097995988648,7,0,9,8,5,55,10,21,60,10,41,27,46,57,22,67.94396957075172,1289.9591267335848,63.15640396512856
0,0.7017773500198053,0.4506852391955406,0.29668078124664793,0.4972422028465059,4124,5685.23429669216,5.743977616294624,3.696807756686227,3,3,2,6,5,26,15,39,37,93,84,79,53,95,88,1281.2816605204648,591.8775248156134,648.6988836362409
1,0.3863602880847133,0.32751309764402703,0.6687721851948094,0.3352982750587631,7286,4279.4940625998215,2.951690524653859,3.6008580344276484,5,4,5,7,8,7,41,84,93,95,81,14,84,17,60,121.35149606882861,963.6218100853619,774.2747457854955
1,0.5973691504582572,0.1824570002012936,0.4762388183624067,0.20014955489146985,5847,3442.765854187794,1.0238868148673976,4.399823869700827,4,3,7,3,8,69,29,3,9,92,93,81,0,71,48,760.4360779169111,1439.7472232487191,1257.0819327282743
0,0.3395526491093769,0.4136634116946584,0.3503416386054422,0.3592273050819781,2386,6833.416970901033,5.025207547849787,6.4765447496951385,4,4,6,8,2,94,48,44,83,50,71,22,48,82,89,704.7806790912989,612.03626023977,926.1736856836726
0,0.6611055644461719,0.20956360317975464,0.42257894717891054,0.4429017853336081,4904,4866.753471165151,8.603448543071583,4.828099915154046,3,4,8,8,8,64,70,30,9,76,36,13,77,22,17,958.6162540882038,397.69513789773737,433.41938212105754
0,0.4799524414106358,0.35656796263761426,0.488563869279337,0.36229641101793975,3724,6326.734512037556,4.791941803422706,7.282180079045906,4,6,9,5,4,18,73,64,15,9,8,68,7,60,9,1053.034392486892,454.6267314493579,470.70331764602616
0,0.3131745110719929,0.3538618168195249,0.5797526168872287,0.4876637933211636,1033,5937.557020495116,3.2759210615808945,7.739980602333622,1,5,8,8,2,53,25,59,3,84,3,23,58,76,45,824.7524643166615,495.810039429392,345.5668091354756
0,0.3937838145004957,0.5237726353489651,0.1503753087559489,0.3875150257694879,5617,3043.5374281795785,6.223647426470291,6.3303867622897085,4,6,3,9,3,62,14,58,87,26,32,66,96,16,35,862.4908107230907,7.537985540757186,639.7553011721419
0,0.5418718306145216,0.29504570081723874,0.3246017316779031,0.4888280080853694,4341,4505.403649552086,6.126299935877384,5.083659770405241,3,4,6,3,1,78,67,86,89,99,64,74,28,34,80,615.974568841006,114.58362698857421,651.9222722750164
0,0.33057699231916043,0.5745884061782369,0.7021858802688555,0.6024663445262981,4209,5182.781122955553,4.190183066385462,6.163030313636257,2,6,3,9,5,68,16,89,77,89,77,79,31,44,22,269.5985972301394,682.8634675734413,1272.5047257084207
0,0.5040896929443824,0.41220819339474496,0.5990249013289651,0.5642074170723433,3247,5389.363736937534,6.0198419284291065,5.760854768095737,2,4,5,1,9,36,57,21,70,2,15,51,91,80,86,264.81109067099754,149.48233184280707,733.0316685996154
0,0.7668626838342906,0.3017077786066317,0.5389021717398824,0.7204989503908957,4542,4687.369828020878,6.365413513049588,6.865366879285978,4,7,0,3,9,37,50,53,78,18,54,15,20,61,90,287.1094058910294,717.2371382497156,578.298781183183
0,0.3473036962021204,0.6277008977800087,0.4113285554881163,0.7784460198515017,5736,2789.268082919197,6.030682756233986,6.5447118274939795,4,3,7,3,2,18,55,38,34,15,47,98,89,27,70,489.6041989542007,1402.2629994432773,339.3922846047616
0,0.5298033167567855,0.4524176951882648,0.3042714207419479,0.5602671548747036,3952,3186.314788144776,4.780330320493713,4.755705178356192,3,3,2,7,8,46,15,37,10,99,42,13,53,93,51,118.23931277328754,108.27182954013792,854.6286203913104
1,0.3970437747748223,0.8617718979076329,0.43890134051337737,0.15563614031641074,5982,5989.177895470739,4.112268398099485,4.264052333477922,1,3,5,6,8,14,70,97,59,35,11,81,9,69,66,648.5578476402941,678.168474687475,1470.3129655978626
0,0.4123818646557068,0.4971968654766466,0.6444463382477224,0.6380161569405813,1142,8001.716957534172,4.441046355238434,5.496329879747384,2,3,8,9,1,3,56,18,2,59,31,8,28,2,65,378.0645125534015,1322.3339376668628,619.0721200987853
0,0.4101142016113025,0.8335299819853902,0.5288576289916904,0.5052869904015453,3818,6943.886073744159,4.907431779195335,6.47086709626549,5,6,9,4,5,14,10,59,56,73,61,60,44,13,38,488.50479785173604,162.497471018766,1144.3421199850864
0,0.6390312448082842,,0.3891247128360349,0.4491954745414975,4330,3842.4235236815775,6.4449553906842985,8.404081392910253,3,2,3,0,5,18,50,75,28,58,8,54,86,7,94,980.5749313305574,1319.7704937716599,1288.0751659461155
0,0.6037922432659586,,1.0,0.8104612097134721,4460,4790.369779007288,5.887657574724986,5.175543101343519,3,4,2,0,6,73,68,94,14,14,54,82,40,44,80,924.2334765000182,489.328741530308,911.8830336436064
0,0.28598782355931995,0.31129770153786673,0.2451535067866259,0.9379244645502556,5982,3882.2073060105827,6.511584589633684,8.134549863374183,4,4,9,1,5,0,50,22,55,85,48,53,53,20,42,1438.8239667059072,318.90680482636856,836.2964291713773
1,0.6132695011284156,,0.4205180787946515,0.19825362314683184,5887,3102.3835812961247,2.4623163170871423,4.668148620546987,5,6,2,3,5,5,31,61,74,46,79,39,29,82,81,937.4356130969178,396.5643053046496,1307.0773483717476
0,0.18947613377174904,,0.5481806213241431,0.4325282797444835,2841,5698.808753861741,3.782419703061939,6.365901641155003,3,4,3,9,5,66,15,57,6,1,39,8,19,78,75,1182.8039715538816,310.8844068440781,944.5537486691456
0,0.4859512380950629,,0.32851524654062003,0.7438367786725881,3243,5301.980855577583,5.995972016710775,7.732563453176264,3,2,5,7,6,74,94,51,67,42,96,77,54,32,65,43.96024124030096,23.180513036092588,358.18314276232974
0,0.783934088818918,,0.4781157275870042,0.3624594565010994,4283,4007.483429864783,7.311085552429316,6.42771680044682,3,7,0,8,8,38,96,91,88,67,19,32,9,54,15,1336.5774341437282,721.8766786122388,514.4621031609536
0,0.4335066829651171,0.5943112987168345,0.2564321534350423,0.4382167074322574,4075,3490.058942104365,5.966600808894182,6.085799076445861,3,7,4,9,4,4,57,47,35,28,6,72,70,88,45,1133.0515672471545,955.3831413613332,718.1273581362472
0,0.4263689014995277,0.2437502989925444,0.7453836055644247,0.6815187939698895,4068,8087.9177057531515,3.4508675686012635,6.5650880605664526,2,7,2,9,1,96,22,74,16,52,99,37,2,14,46,1005.7333653726822,420.22251869771304,200.8702923983567
0,0.7329082578528331,0.2281308766929149,0.19730846603056268,0.4225859183346054,4393,3910.113944470024,3.4837390582176755,3.3260877960694533,1,3,4,5,2,82,12,49,55,54,4,7,24,37,94,62.330793101323444,56.49641172351616,1309.616870592008
0,0.6845480443579923,0.5183266927100371,0.5373185108148106,0.4639112399567803,5611,6203.3933770639305,5.965334673727863,6.898925618491306,3,4,4,6,8,10,35,90,13,64,73,84,1,87,43,325.2143836463668,1017.6067148424339,1047.703107911777
0,0.4965606881300183,0.5696368135246237,0.4495936341093568,0.6943452087874535,5062,3374.2343124690865,6.037836988924866,6.687366384209077,4,3,4,0,3,28,31,28,63,10,11,44,15,63,91,1012.7350889940897,1473.983579877022,881.4094629250372
0,0.6609284194938481,0.5909174453930661,0.7201291296496999,0.6566595662617952,3467,5346.092522736135,6.711197942946984,5.218685990220546,2,8,8,3,0,37,1,23,81,18,30,19,74,30,54,536.6323374810771,1239.492866416116,770.8877768517235
0,0.4119949118122607,0.4459499852137856,0.2957933935696708,0.6773317990236203,4894,4878.050248749079,6.553154420842054,7.497528868890407,5,9,6,4,3,2,78,35,84,65,51,66,24,56,22,1317.9102627933341,227.04544321558117,641.0448457779637
0,0.7566714511002846,0.33556744138455136,0.4677041918575088,0.45970098976349505,5457,4443.490309840664,6.8706215894090175,6.843974030632857,0,6,9,2,8,92,67,27,81,40,50,23,7,91,11,1085.2543122671505,654.8293300797487,1260.307859974401
1,0.3646055913749921,0.3860374779411486,0.4256935186888443,0.6283080125856808,8119,5945.992977608261,7.134433322305537,6.1797690356141874,4,6,0,6,9,70,39,65,51,90,85,85,24,40,57,1307.2138296342632,564.2072546772428,51.89746750657231
0,0.4622101446751637,0.4352736362999552,0.4601859128309537,0.4545335541806889,3349,5868.763989119917,6.024264137042597,5.907875821647369,2,6,1,6,0,63,53,9,15,26,60,80,44,19,30,1106.3261252089667,1442.4369690789274,380.68673531438463
0,0.38492564142234265,0.28514501830580824,0.2354939812444135,0.8185676278574714,6078,3480.5655536660643,4.426510540577214,6.615310605248557,5,2,6,0,6,24,25,23,16,63,83,15,88,43,26,1114.8156317987434,157.86856366107426,1365.5181802293287
1,0.4083548971876772,0.15239987446735187,0.7576163238182054,0.3838456222789063,8452,2859.9974653317468,3.4425219646825447,3.34836250846236,3,3,6,8,6,57,30,13,31,56,4,43,62,93,15,855.8044818838944,1436.06709955501,1152.4245902731545
1,0.4629791299188558,0.2747697773733674,0.4797437843756863,0.20796177185481712,6551,5857.17073675243,4.183372151525133,4.0692950995048065,5,0,6,3,0,50,27,41,54,68,0,96,47,81,57,944.4342560843975,725.5839324021172,1492.4675333526131
1,0.490681372573437,0.32073893489344163,0.662278282133349,0.4607828251964147,7221,4508.100684604351,4.729218840182318,1.766487587580809,4,5,7,2,1,62,20,99,19,55,76,54,34,23,73,237.995830895869,1234.200318310335,619.6338537783527
0,0.8127641938648176,0.4296571275425149,0.5324664283881143,0.8097526236920629,4479,5741.747921928468,6.104004254472858,6.968471076923522,4,8,7,3,9,6,10,31,22,95,32,32,0,42,68,783.7803964218414,769.4283806186608,232.74174328564712
1,0.44649100605757663,0.3781044771106913,0.7431618717490706,0.2801875599945848,8079,2883.3371407861964,3.1727131902734795,3.5194849065102436,2,5,4,7,4,79,92,21,66,43,41,32,41,35,51,1185.8839683171047,173.1794908110859,335.5320506123488
0,0.468618819186191,0.4618232684307393,0.259328215484248,0.7046383890049266,4887,2718.0398745284892,4.819321450299244,5.924584232845359,4,7,0,8,8,65,21,89,71,70,22,54,30,88,59,1240.8584137761875,331.6063674372166,440.3663467157551
1,0.4174937256639281,0.5751710670336392,0.40941099239000095,0.2386361090122932,5454,5578.175637800476,2.7458948186186127,4.144727606882482,3,4,2,8,4,4,52,46,51,35,74,79,21,82,95,1347.6228039565158,1152.9554478304144,1416.3404560335325
0,0.763324634466788,0.35167380944627435,0.7284211078098894,0.7652738033377929,5822,4201.463204872018,9.515690953105619,3.5919557189216613,7,5,0,1,2,6,50,41,11,85,12,95,60,89,16,482.698051049415,1472.4679292046233,911.6239681381193
0,0.3495801093305548,0.5020363285962897,0.18719142806716174,0.5341209035672444,6549,3820.921993296691,7.206938112351429,5.864850700409017,2,4,1,4,5,96,1,82,30,23,21,56,23,4,62,8.302484926293484,648.5782052729751,1426.0447984860366
0,0.5207608557657383,0.6759916102722158,0.3010652784699718,0.6564548902263028,6066,4488.187328944719,6.102966330780874,6.031820165876328,5,2,6,8,9,62,69,78,16,44,89,25,93,5,98,229.80321707329392,1282.5319922041317,1065.8478859870556
0,0.6423556292430304,0.4695687235761607,0.6654117314334308,0.6615643139792845,4510,5445.0313271916775,6.789455580825517,4.8427538958414456,5,6,5,2,5,18,10,31,94,94,33,92,42,68,76,1131.8986569169995,107.69402031359093,144.3133002452414
0,0.5867217713167423,0.6677891319214532,0.4720174698019998,0.3673532849319487,5686,2350.1431794799664,7.21043610446117,5.72538619574921,5,5,3,2,3,32,35,24,63,2,69,64,15,88,59,642.7029235294432,1032.9220500876436,322.1545971219762
0,0.5008544675164687,0.6122531427569529,0.5504018985030671,0.5714643471177596,4612,5765.6591033072045,6.219761838744594,5.411108072680104,3,2,8,0,2,75,95,64,8,86,10,52,40,66,64,743.950471349637,481.8555488921485,594.3711862079681
0,0.6665072142175854,1.0,0.2753449883689144,0.5829445217183471,6027,5111.36701189113,6.411337810388349,6.637466549414757,3,3,2,3,8,78,59,21,33,88,68,70,88,48,1,1451.1032877555956,1172.9966598186295,203.16067000007843
0,0.84008445067314,0.4366300262211165,0.3325837420339933,0.3118906260478094,5143,3570.216112720108,5.520717233435412,5.021673687230993,2,8,8,7,4,55,52,17,79,46,11,29,70,45,8,282.24191625810005,581.5322465531221,1451.541663161506
0,0.7875037563965952,0.3972497728669045,0.3629634938823696,0.497115571081356,5419,4946.202501948077,6.460870460717811,6.283420486085412,5,7,8,1,7,67,98,55,78,46,27,20,65,76,77,140.850326179965,69.330737587465,501.8080428070124
